where,cue,feature,translated,frequency_feature,frequency_translated,n,normalized_feature,normalized_translated,pos_cue,pos_feature,pos_translated,a1,a2,a3,FSG,BSG,word_list,school_code
b,amount,measuring,measure,1,7,98,1.020408163,7.142857143,noun,verb,noun,present_participle,0,0,0.04,0.02,wl10,1
b,amount,money,money,20,20,98,20.40816327,20.40816327,noun,noun,noun,0,0,0,0.383,0,wl10,1
b,amount,number,number,10,12,98,10.20408163,12.24489796,noun,noun,noun,0,0,0,0.027,0.027,wl10,1
b,amount,numbers,number,2,12,98,2.040816327,12.24489796,noun,noun,noun,numbers,0,0,0.027,0.027,wl10,1
b,amount,quantity,quantity,10,10,98,10.20408163,10.20408163,noun,noun,noun,0,0,0,0.067,0.379,wl10,1
b,amount,total,total,10,10,98,10.20408163,10.20408163,noun,adjective,adjective,0,0,0,0.087,0,wl10,1
b,amp,amplification,amplify,2,8,30,6.666666667,26.66666667,noun,noun,verb,actions_process,0,0,0.033,NA,mturk2,5
b,amp,amplifier,amplify,2,8,30,6.666666667,26.66666667,noun,noun,verb,person_object,0,0,0.033,NA,mturk2,5
b,amp,amplify,amplify,3,8,30,10,26.66666667,noun,verb,verb,0,0,0,0.033,NA,mturk2,5
b,amp,amplifying,amplify,1,8,30,3.333333333,26.66666667,noun,verb,verb,present_participle,0,0,0.033,NA,mturk2,5
b,amp,electric,electric,2,10,30,6.666666667,33.33333333,noun,adjective,adjective,0,0,0,NA,NA,mturk2,5
b,amp,electrical,electric,4,10,30,13.33333333,33.33333333,noun,adjective,adjective,characteristic,0,0,NA,NA,mturk2,5
b,amp,electricity,electric,4,10,30,13.33333333,33.33333333,noun,noun,adjective,characteristic,0,0,0.053,0,mturk2,5
b,amp,guitar,guitar,4,7,30,13.33333333,23.33333333,noun,noun,noun,0,0,0,0.093,0,mturk2,5
b,amp,guitars,guitar,3,7,30,10,23.33333333,noun,noun,noun,numbers,0,0,0.093,0,mturk2,5
b,amp,loud,loud,3,11,30,10,36.66666667,noun,adjective,adjective,0,0,0,0.087,0,mturk2,5
b,amp,louder,loud,7,11,30,23.33333333,36.66666667,noun,adjective,adjective,magnitude,0,0,0.087,0,mturk2,5
b,amp,loudness,loud,1,11,30,3.333333333,36.66666667,noun,noun,adjective,characteristic,0,0,0.087,0,mturk2,5
b,amp,measure,measure,2,5,30,6.666666667,16.66666667,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,amp,measurement,measure,3,5,30,10,16.66666667,noun,noun,noun,actions_process,0,0,NA,NA,mturk2,5
b,amp,music,music,4,7,30,13.33333333,23.33333333,noun,noun,noun,0,0,0,0.1,0,mturk2,5
b,amp,musical,music,3,7,30,10,23.33333333,noun,adjective,noun,characteristic,0,0,0.1,0,mturk2,5
b,amp,sound,sound,8,8,30,26.66666667,26.66666667,noun,noun,noun,0,0,0,0.033,0,mturk2,5
b,amuse,comedian,comedy,2,11,59,3.389830508,18.6440678,verb,noun,noun,person_object,0,0,NA,NA,wl2,1
b,amuse,comedians,comedy,4,11,59,6.779661017,18.6440678,verb,noun,noun,person_object,numbers,0,NA,NA,wl2,1
b,amuse,comedy,comedy,5,11,59,8.474576271,18.6440678,verb,noun,noun,0,0,0,NA,NA,wl2,1
b,amuse,entertain,entertain,20,36,59,33.89830508,61.01694915,verb,verb,verb,0,0,0,0.15,0.275,wl2,1
b,amuse,entertained,entertain,3,36,59,5.084745763,61.01694915,verb,verb,verb,past_tense,0,0,0.15,0.275,wl2,1
b,amuse,entertaining,entertain,9,36,59,15.25423729,61.01694915,verb,verb,verb,present_participle,0,0,0.15,0.275,wl2,1
b,amuse,entertainment,entertain,4,36,59,6.779661017,61.01694915,verb,noun,verb,actions_process,0,0,0.15,0.275,wl2,1
b,amuse,fun,fun,11,11,59,18.6440678,18.6440678,verb,noun,noun,0,0,0,0.094,0,wl2,1
b,amuse,funny,funny,38,38,59,64.40677966,64.40677966,verb,adjective,adjective,0,0,0,0.122,0.034,wl2,1
b,amuse,happiness,happy,2,15,59,3.389830508,25.42372881,verb,noun,adjective,characteristic,0,0,0.05,0,wl2,1
b,amuse,happy,happy,13,15,59,22.03389831,25.42372881,verb,adjective,adjective,0,0,0,0.05,0,wl2,1
b,amuse,interested,interest,3,10,59,5.084745763,16.94915254,verb,adjective,noun,past_tense,0,0,NA,NA,wl2,1
b,amuse,interesting,interest,7,10,59,11.86440678,16.94915254,verb,adjective,noun,present_participle,0,0,NA,NA,wl2,1
b,amuse,laugh,laugh,22,32,59,37.28813559,54.23728814,verb,noun,noun,0,0,0,0.322,0,wl2,1
b,amuse,laughing,laugh,2,32,59,3.389830508,54.23728814,verb,verb,noun,present_participle,0,0,0.322,0,wl2,1
b,amuse,laughter,laugh,8,32,59,13.55932203,54.23728814,verb,noun,noun,characteristic,0,0,0.322,0,wl2,1
b,analysis,data,data,5,5,30,16.66666667,16.66666667,noun,noun,noun,0,0,0,0.014,0.014,mturk2,5
b,analysis,examination,examine,2,3,30,6.666666667,10,noun,noun,verb,actions_process,0,0,NA,NA,mturk2,5
b,analysis,examining,examine,1,3,30,3.333333333,10,noun,verb,verb,present_participle,0,0,NA,NA,mturk2,5
b,analysis,information,inform,4,5,30,13.33333333,16.66666667,noun,noun,verb,actions_process,0,0,NA,NA,mturk2,5
b,analysis,informing,inform,1,5,30,3.333333333,16.66666667,noun,verb,verb,present_participle,0,0,NA,NA,mturk2,5
b,analysis,look,look,2,4,30,6.666666667,13.33333333,noun,verb,verb,0,0,0,0.014,0,mturk2,5
b,analysis,looked,look,1,4,30,3.333333333,13.33333333,noun,verb,verb,past_tense,0,0,0.014,0,mturk2,5
b,analysis,looking,look,1,4,30,3.333333333,13.33333333,noun,verb,verb,present_participle,0,0,0.014,0,mturk2,5
b,analysis,study,study,4,5,30,13.33333333,16.66666667,noun,noun,noun,0,0,0,0.183,0,mturk2,5
b,analysis,studying,study,1,5,30,3.333333333,16.66666667,noun,verb,noun,present_participle,0,0,0.183,0,mturk2,5
b,anarchy,chaos,chaos,15,15,30,50,50,noun,noun,noun,0,0,0,0.137,0.033,mturk2,5
b,anarchy,disorder,order,5,8,30,16.66666667,26.66666667,noun,noun,noun,not,0,0,0.014,0.013,mturk2,5
b,anarchy,government,govern,15,15,30,50,50,noun,noun,verb,actions_process,0,0,0.151,0.016,mturk2,5
b,anarchy,law,law,1,6,30,3.333333333,20,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,anarchy,lawless,law,3,6,30,10,20,noun,adjective,noun,not,0,0,NA,NA,mturk2,5
b,anarchy,lawlessness,law,2,6,30,6.666666667,20,noun,noun,noun,characteristic,0,0,NA,NA,mturk2,5
b,anarchy,order,order,3,8,30,10,26.66666667,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,anarchy,rule,rule,3,7,30,10,23.33333333,noun,noun,noun,0,0,0,0.021,0,mturk2,5
b,anarchy,rulers,rule,1,7,30,3.333333333,23.33333333,noun,noun,noun,person_object,numbers,0,0.021,0,mturk2,5
b,anarchy,rules,rule,3,7,30,10,23.33333333,noun,noun,noun,numbers,0,0,0.021,0,mturk2,5
b,ancestor,family,family,5,5,30,16.66666667,16.66666667,noun,noun,noun,0,0,0,0.052,0,mturk2,5
b,ancestor,father,father,1,9,30,3.333333333,30,noun,noun,noun,0,0,0,0.02,0,mturk2,5
b,ancestor,forefather,father,3,9,30,10,30,noun,noun,noun,characteristic,0,0,0.02,0,mturk2,5
b,ancestor,forefathers,father,1,9,30,3.333333333,30,noun,noun,noun,characteristic,numbers,0,0.02,0,mturk2,5
b,ancestor,grandfather,father,4,9,30,13.33333333,30,noun,noun,noun,person_object,characteristic,0,0.059,0,mturk2,5
b,ancestor,member,member,2,5,30,6.666666667,16.66666667,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,ancestor,members,member,3,5,30,10,16.66666667,noun,noun,noun,numbers,0,0,NA,NA,mturk2,5
b,ancestor,old,old,3,5,30,10,16.66666667,noun,adjective,adjective,0,0,0,0.163,0,mturk2,5
b,ancestor,older,old,2,5,30,6.666666667,16.66666667,noun,adjective,adjective,person_object,0,0,0.163,0,mturk2,5
b,ancestor,one,one,7,7,30,23.33333333,23.33333333,noun,adjective,adjective,0,0,0,NA,NA,mturk2,5
b,ancestor,past,pass,7,7,30,23.33333333,23.33333333,noun,adjective,verb,past_tense,0,0,0.039,0,mturk2,5
b,ancestor,relation,relate,1,17,30,3.333333333,56.66666667,noun,noun,verb,actions_process,0,0,NA,NA,mturk2,5
b,ancestor,relative,relate,15,17,30,50,56.66666667,noun,adjective,verb,characteristic,0,0,0.196,0,mturk2,5
b,ancestor,relatives,relate,1,17,30,3.333333333,56.66666667,noun,noun,verb,person_object,numbers,0,NA,NA,mturk2,5
m,anchor,attached,attach,11,11,30,36.66666667,36.66666667,noun,verb,verb,past_tense,0,0,NA,NA,NA,NA
m,anchor,boats,boat,36,36,30,100,100,noun,noun,noun,numbers,0,0,0.325,0,NA,NA
m,anchor,chains,chain,6,6,30,20,20,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
m,anchor,heavy,heave,22,22,30,73.33333333,73.33333333,noun,adjective,noun,characteristic,0,0,NA,NA,NA,NA
m,anchor,holding,hold,11,11,30,36.66666667,36.66666667,noun,verb,verb,present_participle,0,0,0.04,0,NA,NA
m,anchor,inanimate,animate,5,5,30,16.66666667,16.66666667,noun,adjective,adjective,not,0,0,NA,NA,NA,NA
m,anchor,iron,iron,7,7,30,23.33333333,23.33333333,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,anchor,large,large,6,6,30,20,20,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
m,anchor,metal,metal,21,21,30,70,70,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,anchor,ropes,rope,5,5,30,16.66666667,16.66666667,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
m,anchor,sailors,sail,5,5,30,16.66666667,16.66666667,noun,noun,noun,person_object,numbers,0,NA,NA,NA,NA
m,anchor,sinks,sink,8,8,30,26.66666667,26.66666667,noun,verb,verb,numbers,0,0,NA,NA,NA,NA
m,anchor,stationary,station,8,8,30,26.66666667,26.66666667,noun,adjective,noun,characteristic,0,0,NA,NA,NA,NA
m,anchor,staying,stay,8,8,30,26.66666667,26.66666667,noun,verb,verb,present_participle,0,0,NA,NA,NA,NA
m,anchor,still,still,11,11,30,36.66666667,36.66666667,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
m,anchor,water,water,7,7,30,23.33333333,23.33333333,noun,noun,noun,0,0,0,NA,NA,NA,NA
b,ancient,antique,antique,8,8,87,9.195402299,9.195402299,adjective,adjective,adjective,0,0,0,NA,NA,wl18a,3
b,ancient,egypt,egypt,6,8,87,6.896551724,9.195402299,adjective,noun,noun,0,0,0,0.034,0,wl18a,3
b,ancient,egyptian,egypt,1,8,87,1.149425287,9.195402299,adjective,adjective,noun,person_object,0,0,0.034,0,wl18a,3
b,ancient,egyptians,egypt,1,8,87,1.149425287,9.195402299,adjective,noun,noun,person_object,numbers,0,0.034,0,wl18a,3
b,ancient,historic,history,2,14,87,2.298850575,16.09195402,adjective,adjective,noun,characteristic,0,0,0.014,0.028,wl18a,3
b,ancient,historical,history,1,14,87,1.149425287,16.09195402,adjective,adjective,noun,characteristic,0,0,0.014,0.028,wl18a,3
b,ancient,history,history,7,14,87,8.045977011,16.09195402,adjective,noun,noun,0,0,0,0.014,0.028,wl18a,3
b,ancient,old,old,56,56,87,64.36781609,64.36781609,adjective,adjective,adjective,0,0,0,0.662,0.041,wl18a,3
b,ancient,past,pass,7,7,87,8.045977011,8.045977011,adjective,adjective,verb,past_tense,0,0,0.014,0,wl18a,3
b,ancient,prehistoric,history,4,14,87,4.597701149,16.09195402,adjective,adjective,noun,characteristic,0,0,0.014,0.028,wl18a,3
b,angel,god,god,23,24,60,38.33333333,40,noun,noun,noun,0,0,0,0.075,0,mturk,4
b,angel,gods,god,1,24,60,1.666666667,40,noun,noun,noun,numbers,0,0,0.075,0,mturk,4
b,angel,good,good,22,22,60,36.66666667,36.66666667,noun,adjective,adjective,0,0,0,0.048,0,mturk,4
b,angel,guardian,guard,10,12,60,16.66666667,20,noun,noun,noun,person_object,0,0,NA,NA,mturk,4
b,angel,guardians,guard,2,12,60,3.333333333,20,noun,noun,noun,person_object,numbers,0,NA,NA,mturk,4
b,angel,halo,halo,16,18,60,26.66666667,30,noun,noun,noun,0,0,0,0.061,0.651,mturk,4
b,angel,halos,halo,2,18,60,3.333333333,30,noun,noun,noun,numbers,0,0,0.061,0.651,mturk,4
b,angel,heaven,heaven,34,40,60,56.66666667,66.66666667,noun,noun,noun,0,0,0,0.327,0.05,mturk,4
b,angel,heavenly,heaven,5,40,60,8.333333333,66.66666667,noun,adjective,noun,characteristic,0,0,0.327,0.05,mturk,4
b,angel,heavens,heaven,1,40,60,1.666666667,66.66666667,noun,noun,noun,numbers,0,0,0.327,0.05,mturk,4
b,angel,over,over,11,11,60,18.33333333,18.33333333,noun,other,other,0,0,0,NA,NA,mturk,4
b,angel,people,person,14,22,60,23.33333333,36.66666667,noun,noun,noun,numbers,0,0,NA,NA,mturk,4
b,angel,person,person,8,22,60,13.33333333,36.66666667,noun,noun,noun,0,0,0,NA,NA,mturk,4
b,angel,white,white,19,19,60,31.66666667,31.66666667,noun,adjective,adjective,0,0,0,0.02,0,mturk,4
b,angel,wings,wing,27,27,60,45,45,noun,noun,noun,numbers,0,0,0.041,0.034,mturk,4
b,anger,displeasure,please,8,8,96,8.333333333,8.333333333,noun,noun,verb,not,characteristic,0,NA,NA,wl15a,3
b,anger,emotion,emotion,16,19,96,16.66666667,19.79166667,noun,noun,noun,0,0,0,NA,NA,wl15a,3
b,anger,emotional,emotion,2,19,96,2.083333333,19.79166667,noun,adjective,noun,characteristic,0,0,NA,NA,wl15a,3
b,anger,emotionalism,emotion,1,19,96,1.041666667,19.79166667,noun,noun,noun,characteristic,characteristic,0,NA,NA,wl15a,3
b,anger,enrage,rage,1,11,96,1.041666667,11.45833333,noun,verb,noun,actions_process,0,0,0.042,0.541,wl15a,3
b,anger,enraged,rage,1,11,96,1.041666667,11.45833333,noun,verb,noun,actions_process,past_tense,0,0.042,0.541,wl15a,3
b,anger,feel,feel,1,17,96,1.041666667,17.70833333,noun,verb,verb,0,0,0,NA,NA,wl15a,3
b,anger,feeling,feel,15,17,96,15.625,17.70833333,noun,noun,verb,present_participle,0,0,NA,NA,wl15a,3
b,anger,feelings,feel,1,17,96,1.041666667,17.70833333,noun,noun,verb,numbers,0,0,NA,NA,wl15a,3
b,anger,outrage,rage,2,11,96,2.083333333,11.45833333,noun,noun,noun,characteristic,0,0,0.042,0.541,wl15a,3
b,anger,rage,rage,7,11,96,7.291666667,11.45833333,noun,noun,noun,0,0,0,0.042,0.541,wl15a,3
b,anger,temper,temper,6,9,96,6.25,9.375,noun,noun,noun,0,0,0,NA,NA,wl15a,3
b,anger,tempered,temper,3,9,96,3.125,9.375,noun,other,noun,characteristic,0,0,NA,NA,wl15a,3
b,anger,2,two,2,6,30,6.666666667,20,noun,noun,other,0,0,0,NA,NA,wl15a,3
b,angle,degree,degree,4,9,30,13.33333333,30,noun,noun,noun,0,0,0,0.079,0.021,mturk2,5
b,angle,degrees,degree,5,9,30,16.66666667,30,noun,noun,noun,numbers,0,0,0.079,0.021,mturk2,5
b,angle,geometry,geometry,9,9,30,30,30,noun,noun,noun,0,0,0,0.179,0.081,mturk2,5
b,angle,line,line,4,9,30,13.33333333,30,noun,noun,noun,0,0,0,0.013,0,mturk2,5
b,angle,lines,line,5,9,30,16.66666667,30,noun,noun,noun,numbers,0,0,0.013,0,mturk2,5
b,angle,measure,measure,3,6,30,10,20,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,angle,measured,measure,2,6,30,6.666666667,20,noun,verb,noun,past_tense,0,0,NA,NA,mturk2,5
b,angle,measurement,measure,1,6,30,3.333333333,20,noun,noun,noun,actions_process,0,0,NA,NA,mturk2,5
b,angle,point,point,6,7,30,20,23.33333333,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,angle,points,point,1,7,30,3.333333333,23.33333333,noun,noun,noun,numbers,0,0,NA,NA,mturk2,5
b,angle,two,two,4,6,30,13.33333333,20,noun,other,other,0,0,0,NA,NA,mturk2,5
b,angle,view,view,4,7,30,13.33333333,23.33333333,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,angle,viewpoint,view,3,7,30,10,23.33333333,noun,noun,noun,characteristic,0,0,NA,NA,mturk2,5
b,angry,emotion,emotion,58,59,177,32.76836158,33.33333333,adjective,noun,noun,0,0,0,NA,NA,wl9,1
b,angry,emotions,emotion,1,59,177,0.564971751,33.33333333,adjective,noun,noun,numbers,0,0,NA,NA,wl9,1
b,angry,feel,feel,5,29,177,2.824858757,16.38418079,adjective,verb,verb,0,0,0,NA,NA,wl9,1
b,angry,feeling,feel,16,29,177,9.039548023,16.38418079,adjective,noun,verb,present_participle,0,0,NA,NA,wl9,1
b,angry,feelings,feel,6,29,177,3.389830508,16.38418079,adjective,noun,verb,numbers,0,0,NA,NA,wl9,1
b,angry,feels,feel,2,29,177,1.129943503,16.38418079,adjective,verb,verb,third_person,0,0,NA,NA,wl9,1
b,angry,mad,mad,37,37,177,20.9039548,20.9039548,adjective,adjective,adjective,0,0,0,0.52,0.393,wl9,1
b,angry,red,red,37,37,177,20.9039548,20.9039548,adjective,adjective,adjective,0,0,0,0.014,0,wl9,1
b,angry,upset,upset,21,21,177,11.86440678,11.86440678,adjective,verb,verb,0,0,0,0.047,0.142,wl9,1
b,animal,cat,cat,30,45,76,39.47368421,59.21052632,noun,noun,noun,0,0,0,0.12,0,wl21b,3
b,animal,cats,cat,11,45,76,14.47368421,59.21052632,noun,noun,noun,numbers,0,0,0.12,0,wl21b,3
b,animal,creature,creature,11,13,76,14.47368421,17.10526316,noun,noun,noun,0,0,0,NA,NA,wl21b,3
b,animal,creatures,creature,2,13,76,2.631578947,17.10526316,noun,noun,noun,numbers,0,0,NA,NA,wl21b,3
b,animal,cute,cute,14,14,76,18.42105263,18.42105263,noun,adjective,adjective,0,0,0,NA,NA,wl21b,3
b,animal,dog,dog,38,49,76,50,64.47368421,noun,noun,noun,0,0,0,0.293,0.026,wl21b,3
b,animal,dogs,dog,11,49,76,14.47368421,64.47368421,noun,noun,noun,numbers,0,0,0.293,0.026,wl21b,3
b,animal,fur,fur,9,24,76,11.84210526,31.57894737,noun,noun,noun,0,0,0,0.022,0.149,wl21b,3
b,animal,furry,fur,15,24,76,19.73684211,31.57894737,noun,adjective,noun,characteristic,0,0,0.022,0.149,wl21b,3
b,animal,human,human,12,19,76,15.78947368,25,noun,adjective,adjective,0,0,0,0.016,0.074,wl21b,3
b,animal,humans,human,7,19,76,9.210526316,25,noun,noun,adjective,numbers,0,0,0.016,0.074,wl21b,3
b,animal,kitten,cat,2,45,76,2.631578947,59.21052632,noun,noun,noun,person_object,characteristic,0,0.12,0,wl21b,3
b,animal,kitty,cat,2,45,76,2.631578947,59.21052632,noun,noun,noun,person_object,0,0,0.12,0,wl21b,3
b,animal,mammal,mammal,16,27,76,21.05263158,35.52631579,noun,noun,noun,0,0,0,0.011,0.199,wl21b,3
b,animal,mammalian,mammal,1,27,76,1.315789474,35.52631579,noun,adjective,noun,characteristic,0,0,0.011,0.199,wl21b,3
b,animal,mammals,mammal,10,27,76,13.15789474,35.52631579,noun,noun,noun,numbers,0,0,0.011,0.199,wl21b,3
b,animal,pet,pet,14,33,76,18.42105263,43.42105263,noun,noun,noun,0,0,0,0.011,0.048,wl21b,3
b,animal,pets,pet,19,33,76,25,43.42105263,noun,noun,noun,numbers,0,0,0.011,0.048,wl21b,3
b,animal,wild,wild,41,42,76,53.94736842,55.26315789,noun,adjective,adjective,0,0,0,NA,NA,wl21b,3
b,animal,wildlife,wild,1,42,76,1.315789474,55.26315789,noun,noun,adjective,characteristic,0,0,NA,NA,wl21b,3
b,animal,zoo,zoo,14,15,76,18.42105263,19.73684211,noun,noun,noun,0,0,0,0.022,0.649,wl21b,3
b,animal,zoos,zoo,1,15,76,1.315789474,19.73684211,noun,noun,noun,numbers,0,0,0.022,0.649,wl21b,3
b,anisette,alcohol,alcohol,3,7,30,10,23.33333333,noun,noun,noun,0,0,0,0.014,0,mturk2,5
b,anisette,alcoholic,alcohol,4,7,30,13.33333333,23.33333333,noun,adjective,noun,characteristic,0,0,0.014,0,mturk2,5
b,anisette,anise,anise,6,10,30,20,33.33333333,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,anisette,aniseed,anise,4,10,30,13.33333333,33.33333333,noun,noun,noun,past_tense,0,0,NA,NA,mturk2,5
b,anisette,drink,drink,5,5,30,16.66666667,16.66666667,noun,verb,verb,0,0,0,0.014,0,mturk2,5
b,anisette,flavor,flavor,2,6,30,6.666666667,20,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,anisette,flavored,flavor,3,6,30,10,20,noun,adjective,noun,characteristic,0,0,NA,NA,mturk2,5
b,anisette,flavoring,flavor,1,6,30,3.333333333,20,noun,noun,noun,person_object,0,0,NA,NA,mturk2,5
b,anisette,licorice,licorice,5,5,30,16.66666667,16.66666667,noun,noun,noun,0,0,0,0.034,NA,mturk2,5
b,anisette,liqueur,liqueur,8,8,30,26.66666667,26.66666667,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,anisette,liquor,liquor,8,8,30,26.66666667,26.66666667,noun,noun,noun,0,0,0,0.02,0,mturk2,5
v,ankle,balance,balance,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ankle,bend,bend,5,5,20,25,25,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ankle,body,body,6,6,20,30,30,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ankle,bone,bone,7,7,20,35,35,noun,noun,noun,0,0,0,0.035,0,NA,NA
v,ankle,break,break,8,8,20,40,40,noun,verb,verb,0,0,0,0.035,0,NA,NA
v,ankle,connect,connect,16,16,20,80,80,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,ankle,flesh,flesh,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ankle,foot,foot,16,16,20,80,80,noun,noun,noun,0,0,0,0.364,0,NA,NA
v,ankle,hard,hard,1,1,20,5,5,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,ankle,hinge,hinge,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ankle,humans,human,4,4,20,20,20,noun,noun,adjective,numbers,0,0,NA,NA,NA,NA
v,ankle,hurt,hurt,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,ankle,joint,joint,9,9,20,45,45,noun,adjective,adjective,0,0,0,0.014,0,NA,NA
v,ankle,leg,leg,13,13,20,65,65,noun,noun,noun,0,0,0,0.133,0,NA,NA
v,ankle,move,move,5,5,20,25,25,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,ankle,muscle,muscle,3,3,20,15,15,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ankle,rotate,rotate,3,3,20,15,15,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,ankle,round,round,1,1,20,5,5,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,ankle,run,run,2,2,20,10,10,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,ankle,support,support,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ankle,tendon,tendon,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ankle,turn,turn,2,2,20,10,10,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,ankle,walk,walk,5,5,20,25,25,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ankle,weight,weigh,2,2,20,10,10,noun,noun,verb,person_object,0,0,NA,NA,NA,NA
b,annihilate,completely,complete,10,10,30,33.33333333,33.33333333,verb,other,adjective,characteristic,0,0,NA,NA,mturk2,5
b,annihilate,destroy,destroy,26,28,30,86.66666667,93.33333333,verb,verb,verb,0,0,0,0.232,0.028,mturk2,5
b,annihilate,destruction,destroy,2,28,30,6.666666667,93.33333333,verb,noun,verb,actions_process,0,0,0.232,0.028,mturk2,5
b,annihilate,end,end,3,3,30,10,10,verb,noun,noun,0,0,0,0.013,0,mturk2,5
b,annihilate,kill,kill,7,7,30,23.33333333,23.33333333,verb,verb,verb,0,0,0,0.179,0.011,mturk2,5
b,annihilate,wipe,wipe,3,4,30,10,13.33333333,verb,verb,verb,0,0,0,NA,NA,mturk2,5
b,annihilate,wipes,wipe,1,4,30,3.333333333,13.33333333,verb,verb,verb,third_person,0,0,NA,NA,mturk2,5
b,announce,declaration,declare,1,6,30,3.333333333,20,verb,noun,verb,actions_process,0,0,0.021,NA,mturk2,5
b,announce,declare,declare,5,6,30,16.66666667,20,verb,verb,verb,0,0,0,0.021,NA,mturk2,5
b,announce,inform,inform,4,8,30,13.33333333,26.66666667,verb,verb,verb,0,0,0,0.028,0,mturk2,5
b,announce,information,inform,4,8,30,13.33333333,26.66666667,verb,noun,verb,actions_process,0,0,0.028,0,mturk2,5
b,announce,know,know,2,8,30,6.666666667,26.66666667,verb,verb,verb,0,0,0,NA,NA,mturk2,5
b,announce,known,know,6,8,30,20,26.66666667,verb,verb,verb,past_tense,0,0,NA,NA,mturk2,5
b,announce,people,person,5,5,30,16.66666667,16.66666667,verb,noun,noun,numbers,0,0,NA,NA,mturk2,5
b,announce,proclaim,proclaim,6,6,30,20,20,verb,verb,verb,0,0,0,0.021,NA,mturk2,5
b,announce,public,public,4,5,30,13.33333333,16.66666667,verb,adjective,adjective,0,0,0,0.014,0,mturk2,5
b,announce,publicly,public,1,5,30,3.333333333,16.66666667,verb,adjective,adjective,characteristic,0,0,0.014,0,mturk2,5
b,announce,speak,speak,2,5,30,6.666666667,16.66666667,verb,verb,verb,0,0,0,0.083,0,mturk2,5
b,announce,speaker,speak,3,5,30,10,16.66666667,verb,noun,verb,person_object,0,0,0.055,0,mturk2,5
b,announce,tell,tell,9,9,30,30,30,verb,verb,verb,0,0,0,0.207,0,mturk2,5
b,annoy,anger,anger,5,9,177,2.824858757,5.084745763,verb,noun,noun,0,0,0,0.021,0,wl9,1
b,annoy,angering,anger,1,9,177,0.564971751,5.084745763,verb,verb,noun,present_participle,0,0,0.021,0,wl9,1
b,annoy,angry,anger,3,9,177,1.694915254,5.084745763,verb,adjective,noun,characteristic,0,0,0.021,0,wl9,1
b,annoy,bother,bother,14,25,177,7.90960452,14.12429379,verb,verb,verb,0,0,0,0.356,0.301,wl9,1
b,annoy,bothered,bother,3,25,177,1.694915254,14.12429379,verb,verb,verb,past_tense,0,0,0.356,0.301,wl9,1
b,annoy,bothering,bother,2,25,177,1.129943503,14.12429379,verb,verb,verb,present_participle,0,0,0.356,0.301,wl9,1
b,annoy,bothers,bother,2,25,177,1.129943503,14.12429379,verb,verb,verb,third_person,0,0,0.356,0.301,wl9,1
b,annoy,bothersome,bother,4,25,177,2.259887006,14.12429379,verb,adjective,verb,characteristic,0,0,0.356,0.301,wl9,1
b,annoy,irritability,irritate,1,17,177,0.564971751,9.604519774,verb,noun,verb,characteristic,0,0,0.089,0.205,wl9,1
b,annoy,irritate,irritate,6,17,177,3.389830508,9.604519774,verb,verb,verb,0,0,0,0.089,0.205,wl9,1
b,annoy,irritated,irritate,1,17,177,0.564971751,9.604519774,verb,verb,verb,past_tense,0,0,0.089,0.205,wl9,1
b,annoy,irritating,irritate,8,17,177,4.519774011,9.604519774,verb,adjective,verb,present_participle,0,0,0.089,0.205,wl9,1
b,annoy,irritation,irritate,1,17,177,0.564971751,9.604519774,verb,noun,verb,actions_process,0,0,0.089,0.205,wl9,1
